"Address","Content","Status Code","Status","Crawl Depth","Inlinks"
"https://www.facebook.com/rcmpgrc#!/photo.php?fbid=10152486186383917&set=a.390936358916.172981.103926003916&type=1&theater","text/html; charset=""utf-8""","200","OK","3","0"
"https://www.tbs-sct.gc.ca/pol/doc-eng.aspx?id=23601","text/html; charset=utf-8","200","OK","3","0"
"http://www.interpol.int/notice/search/wanted/2015-25717","","307","HSTS Policy","3","0"
"http://www.antifraudcentre-centreantifraude.ca/","","307","HSTS Policy","3","0"
"http://www.interpol.int/notice/search/wanted/2015-25707","","307","HSTS Policy","3","0"
"https://www.tbs-sct.gc.ca/pol/doc-eng.aspx?id=27088","text/html; charset=utf-8","200","OK","3","0"
"http://laws-lois.justice.gc.ca/eng/acts/F-11.6/","","307","HSTS Policy","3","0"
"https://laws-lois.justice.gc.ca/eng/regulations/SOR-98-209/FullText.html","text/html","200","OK","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/f-11.6/","text/html","200","OK","3","0"
"https://laws-lois.justice.gc.ca/eng/acts/C-46/","text/html","200","OK","3","0"
"https://mpfirearmspublicstore.blob.core.windows.net/firearms-reference-table/frt-traf-eng.pdf","application/pdf","200","OK","3","0"
"https://pm.gc.ca/en/news/news-releases/2020/05/01/prime-minister-announces-ban-assault-style-firearms","text/html; charset=UTF-8","200","OK","3","0"
"https://www.publicsafety.gc.ca/cnt/cntrng-crm/frrms/index-en.aspx","text/html; charset=utf-8","200","OK","3","0"
"http://gazette.gc.ca/rp-pr/p2/2020/2020-05-01-x3/html/sor-dors96-eng.html","text/html","200","OK","3","0"
"https://www.services.rcmp-grc.gc.ca/chooser-eng.html?ipeReferer=FRT-TRAF","text/html","200","OK","3","0"
"http://laws-lois.justice.gc.ca/eng/regulations/SOR-98-462/index.html","","307","HSTS Policy","3","0"
"http://bc.rcmp-grc.gc.ca/ViewPage.action?languageId=4&siteNodeId=28&contentId=-1","text/html;charset=utf-8","200","OK","3","0"
"https://www.sq.gouv.qc.ca/services/services-en-ligne/armes-a-feu/","text/html; charset=UTF-8","200","OK","3","0"
"http://laws-lois.justice.gc.ca/eng/acts/a-1/","","307","HSTS Policy","3","0"
"http://search-recherche.gc.ca/rGs/s_r?langs=eng&st1rt=0&num=10&cdn=canada&st=s","","307","HSTS Policy","3","0"
"http://www.rcmp.gc.ca/detach/en/d","text/html","301","Moved Permanently","3","0"
"https://search-recherche.gc.ca/rGs/s_r?langs=eng&cdn=rcmp&num=10&st1rt=0","text/html;charset=UTF-8","200","OK","3","0"
"https://www.getprepared.gc.ca/index-eng.aspx","text/html; charset=utf-8","200","OK","3","0"
"http://search-recherche.gc.ca/rGs/s_r?cdn=rcmp&num=10&st1rt=0&langs=fra","","307","HSTS Policy","3","0"
"http://www.preparez-vous.gc.ca/index-fra.aspx","","307","HSTS Policy","3","0"
"https://search-recherche.gc.ca/rGs/s_r?langs=eng&st1rt=0&num=10&cdn=rcmp&st=s","text/html;charset=UTF-8","200","OK","3","0"
"http://www.rcmpltdclassaction.com/","text/html","403","Forbidden","3","0"
"https://www.crcc-ccetp.gc.ca/en","text/html; charset=utf-8","200","OK","3","0"
"http://www.nlda.net/finddentist.html","text/html","200","OK","3","0"
"https://www.nlh.nl.ca/","","302","Found","3","0"
"https://findadoctornl.ca/","text/html; charset=UTF-8","200","OK","3","0"
"https://www.nlar.ca/","text/html;charset=utf-8","200","OK","3","0"
"https://www.newfoundlandlabrador.com/","text/html; charset=utf-8","200","OK","3","0"
"https://www.medaviebc.ca/","text/html; charset=UTF-8","200","OK","3","0"
"http://www.psc.gov.nl.ca/psc/","","307","HSTS Policy","3","0"
"http://www.tw.gov.nl.ca/ferryservices/","","307","HSTS Policy","3","0"
"http://www.health.gov.nl.ca/mcp/","","307","HSTS Policy","3","0"
"https://www.realtor.ca/Mls?CultureId=1","text/html; charset=utf-8","200","OK","3","0"
"http://www.gazmetro.com/default.aspx?culture=en-ca","text/html; charset=UTF-8","301","Moved Permanently","3","0"
"https://saaq.gouv.qc.ca/en/drivers-licences/","text/html; charset=utf-8","200","OK","3","0"
"https://saaq.gouv.qc.ca/en/vehicle-registration/","text/html; charset=utf-8","200","OK","3","0"
"https://www.petfriendly.ca/newfoundland.php","text/html; charset=UTF-8","200","OK","3","0"
"http://www.ramq.gouv.qc.ca/en/citizens/health-insurance/Pages/health-insurance.aspx","","301","Moved Permanently","3","0"
"https://www.petfriendly.ca/quebec.php","text/html; charset=UTF-8","200","OK","3","0"
"https://www.quebec.ca/en/health/finding-a-resource/consult-a-professional/registering-with-a-family-doctor/","text/html; charset=UTF-8","404","Not Found","3","0"
"http://www.telusquebec.com/","","302","Found","3","0"
"https://www.realtor.ca/en","text/html; charset=utf-8","200","OK","3","0"
"http://www.mels.gouv.qc.ca/en/","","302","Found","3","0"
"https://www.quebec.ca/en/education/cegeps-and-universities/","text/html; charset=utf-8","200","OK","3","0"
"https://www.quebecoriginal.com/en-ca","text/html; charset=utf-8","200","OK","3","0"
"http://www.emploiquebec.net/anglais/index.htm","text/html; charset=iso-8859-1","301","Moved Permanently","3","0"
"http://www.veterans.gc.ca/eng/contact","","307","HSTS Policy","3","0"
"http://www.veterans.gc.ca/eng/information-veterans/RCMP","","307","HSTS Policy","3","0"
"http://www.veterans.gc.ca/myvacaccount","","307","HSTS Policy","3","0"
"http://www.veterans.gc.ca/eng/rates","","307","HSTS Policy","3","0"
"http://www.veterans.gc.ca/","","307","HSTS Policy","3","0"
"http://www.afy.yk.ca/secteurs/main/en/index.php","","0","Connection Refused","3","0"
"http://www.hydro.qc.ca/","","301","Moved Permanently","3","0"
"http://www.yrea.ca/","text/html","200","OK","3","0"
"https://suicideprevention.ca/Archive-Directory","text/html; charset=utf-8","302","Found","3","0"
"https://www.servicenl.gov.nl.ca/drivers/DriversandVehicles/driverlicensing/index.html","text/html; charset=UTF-8","302","Redirect","3","0"
"https://www.servicenl.gov.nl.ca/frenchservices/english/default.html","text/html; charset=UTF-8","302","Redirect","3","0"
"https://www.servicenl.gov.nl.ca/drivers/DriversandVehicles/vehicleregistration/index.html","text/html; charset=UTF-8","302","Redirect","3","0"
"https://qc.bluecross.ca/","text/html; charset=utf-8","200","OK","3","0"
"http://quebec.dentpedia.ca/","text/html","200","OK","3","0"
"http://www.nfpower.nf.ca/","text/html; charset=UTF-8","301","Moved Permanently","3","0"
"https://www.qesba.qc.ca/en/school-boards","text/html; charset=utf-8","200","OK","3","0"
"https://www.cicic.ca/1159/postsecondary_education_in_yukon.canada","text/html; charset=utf-8","200","OK","3","0"
"https://www.quebec.ca/en/education/preschool-elementary-and-secondary-schools/","text/html; charset=utf-8","200","OK","3","0"
"http://www.hpw.gov.yk.ca/mv/mvvehreg.html","text/html","302","Moved Temporarily","3","0"
"http://www.ed.gov.nl.ca/edu/","","307","HSTS Policy","3","0"
